accept,suggested_website,id,name,operator,calc_postcode_district,calc_postcode_area,addr_housenumber,addr_street,addr_city,confidence,notes,,
1,https://www.abbey-tavern.com/,way/474249421,The Abbey Tavern,,NW1,NW,124,Kentish Town Road,London,1,"openai:The URL is the official homepage with exact matching address 124 Kentish Town Road NW1, strong page evidence and geo bonus confirming location.;loc_ok=near_coords",,
1,https://thealbertprimrosehill.co.uk/,way/516754454,The Albert,,NW1,NW,11,Princess Road,London,0.9,"openai:The URL matches the pub name and is confirmed by address details (11 Princess Road, NW1 8JR) on the site, aligning with the given pub location. It is the official independent pub site, not an aggregator or social network.;loc_ok=district+address",,
1,https://wearetheblackcap.com/,node/294001546,The Black Cap,,NW1,NW,171,Camden High Street,London,0.9,"openai:The site clearly identifies the pub as The Black Cap in Camden and describes it as one of Camden's oldest pubs and a famous LGBTQ+ space, matching the known location and identity. Although the address is not explicitly mentioned, this site has the strongest relevant description and is not an aggregator or social network.;loc_ok=district+address",,
1,https://camdenhead.com/,way/281133713,The Camden Head,,NW1,NW,100,Camden High Street,London,0.95,"openai:The URL camdenhead.com is the official website of The Camden Head pub at 100 Camden High Street, London NW1, matching the address and location exactly with strong page evidence and geo bonus.;loc_ok=near_coords",,
1,https://www.thechapellondon.com,way/200221363,The Chapel,,NW1,NW,48,Chapel Street,London,0.95,"openai:The URL is the official site for The Chapel at 48 Chapel Street, London NW1, matching the pub's address exactly and providing contact details.;loc_ok=district+address",,
0,https://www.inapub.co.uk/venues/the-cobden/camden-town/nw10jh/7665,way/225465195,The Cobden,,NW1,NW,28-30,Camden High Street,London,0.9,"openai:The inapub.co.uk page matches the pub name The Cobden, exact address 28-30 Camden High Street, Camden Town, NW1, and includes a postcode close to the area. It is a venue listing site but not a social network or aggregator, and it has strong geo evidence matching the pub location.;loc_ok=near_coords",,
1,https://www.thedarkhorsecamden.com/,node/8830280452,The Dark Horse,,NW1,NW,87/88,North Yard,London,0.95,"openai:The URL https://www.thedarkhorsecamden.com/ explicitly matches the pub's full address '87/88 North Yard' and district 'NW1' in London, confirming it is the correct official website for The Dark Horse in Camden. It has a high relevance score and clear location evidence, unlike other candidates which are either duplicates or less authoritative.;loc_ok=district+address",,
0,https://www.inapub.co.uk/venues/the-devonshire-arms/camden/nw18nl/23350,way/849284678,The Devonshire Arms,,NW1,NW,33,Kentish Town Road,London,0.9,"openai:The Inapub page clearly matches the pub's full address including 33 Kentish Town Road and NW1 area, with a strong geo bonus and detailed pub info, indicating it is the correct venue's page rather than an aggregator or unrelated site.;loc_ok=near_coords",,
1,https://thedublincastle.com/,way/451762775,The Dublin Castle,Free House,NW1,NW,94,Parkway,London,0.95,"openai:The URL thedublincastle.com matches the pub name exactly, mentions the correct address 94 Parkway Camden London NW1, and is described as a legendary music venue in Camden Town, consistent with the pub's details. Other candidates are directories or aggregators without official branding.;loc_ok=district+address",,
1,https://thelansdownepub.co.uk/,node/265649310,The Lansdowne,,NW1,NW,,,,0.95,"openai:The URL thelansdownepub.co.uk is the official site with the exact pub name and address in NW1 matching the given location, showing strong geographic and name relevance.;loc_ok=near_coords",,
1,https://theoldeaglecamden.co.uk/,way/844981115,The Old Eagle,,NW1,NW,251,Royal College Street,London,0.9,"openai:The URL is a dedicated website for The Old Eagle in Camden, London, matching the pub name and location context; it is not a social network or aggregator and appears to be the official site.;loc_ok=district+address",,
1,https://www.theperseverancemarylebone.co.uk/,way/689405276,The Perseverance,,NW1,NW,11,Shroton Street,London,0.9,"openai:The URL https://www.theperseverancemarylebone.co.uk/ is clearly the official website for The Perseverance Marylebone at 11 Shroton Street, London NW1, matching the address exactly and having strong page evidence. Other URLs are either directories or aggregators.;loc_ok=district+address",,
1,https://www.princearthur.co.uk/,way/1308852871,The Prince Arthur,,NW1,NW,80-82,Eversholt Street,London,0.9,"openai:The URL is the official-sounding domain matching the pub name, with page content about the Prince Arthur pub and outside seating, indicating it is the pub's own website. The address matches the pub's location on Eversholt Street, London NW1.;loc_ok=district+address",,
1,https://www.thequeensprimrosehill.co.uk/,way/107530526,The Queens,,NW1,NW,49,Regent's Park Road,London,0.95,"openai:The website https://www.thequeensprimrosehill.co.uk/ explicitly matches the pub name and address (49 Regent's Park Road, London NW1), confirming it is the correct site for The Queens pub in this location.;loc_ok=district+address",,
0,https://www.allinlondon.co.uk/clubs-bars/pubs/2031-the-victory,node/300500863,The Victory,,NW1,NW,,,,0.9,"openai:The URL clearly states the pub name and includes the full address with NW1 postcode matching the pub's district, indicating it is the correct venue's page rather than a social or aggregator site.;loc_ok=near_coords",,
1,https://theworldsend.co.uk/,node/296891969,The World's End,,NW1,NW,174,Camden High Street,London,1,"openai:The URL is the official website of The World's End pub in Camden, London, matching the address 174 Camden High Street and showing strong geo and page evidence.;loc_ok=near_coords",,
0,https://platepic.co.uk/place/london-victoria-albert,way/193375860,Victoria & Albert,,NW1,NW,131-151,Melcombe Place,London,0.8,"openai:The URL clearly mentions the exact address 131-151 Melcombe Place, London NW1, matching the pub's location, and is not an aggregator or social network.;loc_ok=near_coords",,
0,https://www.inapub.co.uk/venues/7690,node/362582983,White mustache,,NW1,NW,7a,Stanhope Parade,London,0.9,"openai:The inapub.co.uk page explicitly lists the address 7A Stanhope Parade, London, NW1 3RD matching the pub's address and has a high geo bonus and evidence score, indicating it is the correct venue page. Other candidates are either image files, company info, or less direct references.;loc_ok=near_coords",,
0,https://www.allinlondon.co.uk/clubs-bars/pubs/9208-angies,node/304421987,Angie's,,NW10,NW,127,High Street Harlesden,London,0.9,"openai:The URL clearly matches the pub name 'Angie's' and the address '127 High Street, Brent Park, London, NW10 4TR' which is very close to the given address '127 High Street Harlesden NW10'. It is a dedicated pub listing site with specific address details matching the pub location.;loc_ok=near_coords",,
0,https://www.allinlondon.co.uk/clubs-bars/pubs/3213-flynns,way/123372224,Flynn's,,NW10,NW,117,High Road,London,0.8,"openai:The URL clearly references Flynn's pub at 117A High Road, Willesden Green, London NW10 2SL, matching the given address and district closely. It also has a high geo evidence score and relevant location details, indicating it is about the correct pub.;loc_ok=near_coords",,
0,https://platepic.co.uk/place/london-maggie-s,way/460379480,Maggie's Bar,,NW10,NW,102,Chamberlayne Road,London,0.8,"openai:This URL explicitly mentions the exact address 102 Chamberlayne Road, London NW10 matching the pub's location, indicating it is about the correct Maggie's Bar. Other candidates are photo hosting or social media with no official or operator site evidence.;loc_ok=near_coords",,
1,https://www.craftunionpubs.com/royal-oak-harlesden,way/256915441,Royal Oak,,NW10,NW,95,High Street Harlesden,London,0.9,"openai:The Craft Union Pubs site is a branded operator site clearly dedicated to Royal Oak Harlesden, matching the address and pub name, making it the most authoritative and appropriate official site.;loc_ok=district+address",,
1,https://thechamberlayne.com/,way/439016355,The Chamberlayne,,NW10,NW,83,Chamberlayne Road,London,0.95,"openai:The URL thechamberlayne.com matches the pub name exactly and the snippet mentions the exact address 83 Chamberlayne Road, London NW10, confirming it is the official website.;loc_ok=district+address",,
0,https://www.inapub.co.uk/venues/the-green-man/london/nw104ts/23437,way/1316914002,The Green Man,,NW10,NW,109,High Street Harlesden,London,0.9,"openai:The Inapub page includes the exact address 109 High Street, London, NW10 4TS matching the pub's location and postcode area, with a high geo bonus and good evidence score, indicating it is specifically about this pub.;loc_ok=near_coords",,
1,https://locipubs.com/william/,way/477964006,William IV,,NW10,NW,786,Harrow Road,London,0.9,"openai:The URL is a dedicated pub site mentioning the exact address 786 Harrow Road, London, NW10 5JX, matching the pub's location and name, with strong page evidence and geo bonus. Other candidates are hotel or aggregator sites or lack direct pub website evidence.;loc_ok=near_coords",,
0,https://www.allinlondon.co.uk/clubs-bars/pubs/3596-angies-iii,node/408561640,Angie's III,,NW2,NW,,,,0.9,"openai:The URL specifically references Angie's III with the correct NW2 postcode and address (11-13 Walm Lane), matching the pub's district and location closely. It is a dedicated pub listing site rather than a social network or aggregator, and it provides detailed info including closure status.;loc_ok=near_coords",,
0,https://www.inapub.co.uk/venues/mcgoverns/london/nw23hy/7755,node/410949906,McGovern's,,NW2,NW,,Cricklewood Broadway,London,0.9,"openai:This URL explicitly lists the pub name, exact address 147 Cricklewood Broadway, London NW2 3HY matching the pub's location, and provides contact details, indicating it is a dedicated page for this specific pub rather than an aggregator or unrelated site.;loc_ok=near_coords",,
1,https://www.windmillhotelnorthlondon.co.uk/,node/411115264,The Windmill,,NW2,NW,,Cricklewood Broadway,,0.9,"openai:The URL is the official site for The Windmill Hotel in Cricklewood, North West London, matching the pub's address area NW2 and Cricklewood Broadway. It is not an aggregator or social network and has strong page evidence mentioning the location.;loc_ok=district+address",,
0,https://publocation.uk/pubs/london/brent/whelans-cricklewood,node/812151434,Whelan's,,NW2,NW,341,Oxgate Lane,London,0.8,"openai:This candidate specifically names 'Whelan's Cricklewood' with the correct Oxgate Lane NW2 location and is a dedicated pub info page, making it the most relevant and focused site for this pub.;loc_ok=district+address",,
1,https://locipubs.com/duke/,way/523400975,Duke of Hamilton,,NW3,NW,,New End,London,0.9,"openai:The URL locipubs.com/duke/ explicitly matches the pub name and address (23-25 New End, London, NW3 1JD) with strong geo evidence and is presented as the neighbourhood British pub since 1721, indicating it is the official or primary website for this pub.;loc_ok=near_coords",,
0,https://www.kentishtowner.co.uk/2023/03/06/so-youve-never-been-to-the-horseshoe-hampstead/,way/199398466,The Horseshoe,Camden Town Brewery,NW3,NW,28,Heath Street,London,0.8,"openai:The article explicitly mentions the pub on Heath Street and its ownership by Camden Brewery, matching the operator and address details closely.;loc_ok=district+address",,
